thread_id,summary
2346,A list of users still logged on to Enron's CQG is provided. Joe Parks is unable to log in and asks if he needs to reinstall. Daniel Muschar instructs users to reboot their machines to avoid problems with CQG the next morning. Clay Elliott asks for assistance in contacting customers to log off and get the new CQG. Danielle Marcinkowski requests Paige Cox to have desktop support visit users who have not logged out. The list of users still logged on is repeated. Joe Parks reports that he is unable to log in.
2347,Suzanne and Carol discuss the upcoming office move. Suzanne is frustrated with the lack of clear information and is waiting for a response from Mark Taylor. Carol mentions an Ansel Adams photograph she received as a gift and asks Suzanne if she wants it. Suzanne mentions that people will be moving back into their offices soon and that she will pack up Carol's belongings. She also mentions Jim Grace's visit and asks how Carol is doing. Suzanne also briefly mentions a recent trip to Mexico where they did cave dives.
2348,"The first email thread discusses the need for a streamlined process for building power plants in New York. The current process is lengthy and discourages potential investors. The state is facing a power shortage and needs to ensure a steady supply of electricity. Some progress has been made, but more needs to be done to address the regulatory bottleneck.

The second email thread focuses on California's plan to sell $12.5 billion in bonds to repay power purchases. The bond issue has been delayed, which could worsen the state's budget deficit. The Public Utilities Commission refused to pass a rate agreement, as it would give the power buying arm too much control over electricity rates. The commission also wants to renegotiate long-term power contracts to avoid overpriced deals.

The third email thread discusses how U.S. utilities are hesitant to impose strict credit restrictions on deals with Enron. Despite Enron's financial troubles, utilities are evaluating their relationships with the company and hoping for its recovery. European trading partners are taking a harder"
2349,"The email thread discusses the analysis of cash-out quantities and imbalances. Shelley believes that the no notice quantities should be included in the market imbalance analysis, while James initially did not include them. They discuss gathering data from monthly excel spreadsheets to reconcile the net volume and cash-out volumes. They also mention the need to break out receipt imbalances from market imbalances and discuss the majority/minority pricing. They plan to meet and discuss further to finalize the analysis by the end of the week."
2350,"The email thread is about the RICE/ENRON Finance Seminar Series at Rice University. Paul Schultz from the University of Notre Dame will be giving a seminar on Friday, March 30th. The seminar will discuss his paper titled ""Who Makes the Market,"" which provides evidence that Nasdaq dealers make markets in the stocks in which they receive order flow. The paper will be available soon. The schedule for the seminar series is also provided, with upcoming speakers and dates listed."
2351,"Rod Nelson is requesting a copy of the FUNB Schedule/CSA for the Enron Credit Ltd. master. Sara Shackleton confirms that Enron has an executed master agreement with FUNB and suggests letting Susan Bailey know if a copy of the agreement is needed. Susan Bailey then forwards an email stating that Enron has received an executed ISDA Master Agreement with FUNB, effective March 7, 2001. The email also mentions the counterparty's 10-day window to dispute or accept the terms of a confirmation. Sara Shackleton then sends an email to Tanya Rohauer discussing unresolved issues with FUNB, including the legal name of the counterparty, financial statements, eligible credit support, and specified conditions of tax and credit events."
2352,"Drew Fossum suggests removing references to rates and flexible terms in the Red Rock posting. Mary Kay Miller agrees but also suggests mentioning that binding bids were not received. Drew clarifies that the lack of binding bids is mentioned in the sentence ""to the extent we didn't get binding bids for all of the capacity."" Drew recommends posting the revised version and sending the letters to shippers."
2353,"Adam is currently in Charleston, WV until Thanksgiving and will be going to New York afterward. He informs Mike that he won't be able to make it to the soccer crew tomorrow. Mike asks Adam if he is in today or this week. Adam reiterates his location and asks Mike to inform the soccer crew about his absence. Mike mentions that they had an interesting group meeting this morning. The main point of the email thread is Adam's absence from the soccer crew and his location."
2354,"David Warwick, Marketing Director and Co-founder of KWI, invites Vince Kaminski to speak at the KWI Users Forum in Barcelona. The event is attended by leading trading and risk staff from KWI's clients and focuses on risk management for the energy sector. David offers to cover all expenses for Vince and suggests possible topics for his keynote address. Vince expresses regret that he is unable to attend due to prior commitments and suggests a speaker from Enron's London office as a replacement. David asks for further thoughts on this."
2355,"Enron is considering making a public offer to SDG&E to put pressure on the CPUC to approve a full requirements offer. However, SDG&E is hesitant to enter into bilateral trades without pre-approved reasonableness from the CPUC. Enron believes a full requirements deal could work if SDG&E is responsible for deviations from a pre-agreed load profile. The issue of transmission congestion risk and pricing below $60/MWh is also discussed. SDG&E did not gain authority from the commission on 9/7 but expects approval on September 21."
2356,"Luigi Zingales from the University of Chicago will be giving a seminar titled ""The Great Reversals: The Politics of Financial Development in the 20th Century"" at the Jones Graduate School of Management at Rice University on April 27. The seminar will take place at 3:30 in Room 105. A pdf of the paper is available on the seminar website. This information was forwarded by Albert Wang to Shirley Crenshaw and Vince Kaminski for their information."
2357,"Mark McConnell informs the recipients that a nonbinding bid has been sent to Questar for their interest in the West Leg of the Southern Trail Pipeline. They are confident that they will be invited to the data room for due diligence at the end of the month. McConnell plans to assemble the due diligence team and create a plan for the process. Rod Hayslett asks when the team will be created, and McConnell replies that it will be done in the next few days. Tracy Geaccone requests the inclusion of Michael Ratner on Rod's team. Additionally, McConnell suggests Steve Dowd as a stand-in for commercial steering/oversight."
2358,"The email thread discusses the correct naming of the counterparty ""Minerals Management Service"" in the Global Counterparty system. Tana Jones suggests that the counterparty name should include ""US Department of the Interior"" to accurately reflect that it is a government agency. Samuel Schott, however, argues that the verified name in the system is ""Minerals Management Service"" and that the exposure roll-up should be fine. Tana Jones disagrees and suggests ""United States Department of the Interior, Minerals Management Service"" as a more appropriate name."
2359,"Bjorn is excited about the meeting and uses exclamation points in his email. Michael asks for clarification on the meeting location, and Bjorn suggests using room eb2831. Michael confirms the meeting time and asks for specific information to be discussed. Susan asks about everyone's availability and requests that Michael and Tim email the requested information to Wei and Bjorn. Wei suggests meeting at 1:30 and asks Susan to email Chris and Bjorn with the details of the request."
2360,"Camille requests a quick legal blessing for Media General, a counterparty they are considering trading with. Tana confirms that Media General looks okay to trade all products and that they have the ISDA master out for signature. Tanya asks if Media General has executed the ISDA, to which Tana responds with a simple ""No."""
2361,"Mark Taylor, Vice President and General Counsel at Enron Wholesale Services, sends an email reminder to a group of employees to submit their work reports by the end of the day. Several employees respond with their reports attached, including Samantha Boyd and Francisco Pinto-Leite. Mark acknowledges the receipt of the reports and requests any further information if needed. Marie also sends her report separately."
2362,"Senators Bob Smith and Harry Reid are introducing an MTBE bill that includes a 4-year date to eliminate MTBE, a lifting of the 2% oxygenate standard, an environmental ""anti-backsliding"" provision, and provisions for MTBE producer ""transition assistance."" Enron has been leading efforts to include the transition assistance piece. The bill is seen as an improvement over previous attempts, but the anti-backsliding provision needs further refinement. With Sen. Jim Jeffords leaving the Republican party, Democrats will likely gain control of the Senate Environment Committee, which may affect the bill's progress."
2363,"The email requests the recipient to review and correct the attached spreadsheet, specifically the employee information highlighted in red. It also asks for a pre-rank of 1-5 for each employee, based on the attached rating descriptors. The email provides instructions for representing commercial and commercial support employees at respective PRC meetings. Non-exempt employees will not participate in a PRC meeting, and their ranking on the spreadsheet will be final. The email emphasizes the importance of reviewing the self-evaluation accomplishments section before attending a PRC meeting. The completed spreadsheet should be sent by Monday, June 11."
2364,"Mark sent an email to Tana, asking if she was still working on Project X. Tana responded by asking if Mark needed help with something. Mark then sent an email to Lorie, apologizing for typos and misspellings in the LOI and making changes to paragraphs 7 and 8. Lorie asked Mark if the term ""Term Sheet"" should be changed to ""Product Description"" in those paragraphs. Mark suggested generating the final letters at their location and sending them down for signature, with Lorie attaching the pricing and product description items."
2365,"Jeff is missing two deals, one where Enron buys from Duke and another where Enron sells to Calpine. Kate heard back from Jeff, who said he would enter the deals in the morning. Kate informed Evelyn that Jeff was hiding his trade log, but the missing deals were found at the bottom without deal numbers. Evelyn couldn't find Jeff or his trade log and left a message for him. Kate apologized for the delay and said she entered the deals and backdated them. Evelyn asked if Jeff had entered the deals yet."
2366,"There are no restrictions on trading financial pulp & paper in the UK, Sweden, and France. Italy is currently restricted, and further advice is being sought. The Netherlands only allows swaps for financials at the moment. Due diligence has not been done for physical transactions. A conference call needs to be set up with London in Suzanne's absence. The meeting is to discuss confidentiality agreements."
2367,"Sara Shackleton sends an email to Dick Varner, attaching her comments on the certificates for ISDA transactions. She requests that the form of confirmation be attached to each transaction to ensure authorization. Dick responds, agreeing to make the necessary changes. Sara then sends another email to Dick, suggesting a minor change to the ""Power Risk Management Committee"" certificate. She explains that eliminating the reference to Exhibit ""A"" would avoid the need to label each confirmation and resend the papers. Dick agrees to the change. Sara also mentions that she never received a response to her previous email and requests revisions to the April 12, 2001 certificates. Dick replies, stating that he has no problem making the changes."
2368,"A meeting with EIM is scheduled for Monday, October 12th. Ray Bowen has already reviewed the operations budget with Kevin Sweeney. Sally clarifies that the ""agreed plan"" mentioned by EIM refers to the amount they are willing to accept. McMahon sends an email with the proposed corporate allocations for 2002, based on factors like previous allocations and expected services. He states that these charges are acceptable to EIM unless there is a revision before the budget presentation. Michael and Bruce discuss structuring and charging for support in Europe correctly."
2369,"Robert Ricks, a Lead Forecaster with the National Weather Service, wants to interview for a position. He prefers next Tuesday or Wednesday and will be staying at the Doubletree Hotel. Liz will book his accommodations and start the schedule around 9:00 a.m. She will also reimburse him for mileage. Hunter needs to provide the names of those who will be interviewing Ricks."
2370,"The email thread includes a conversation between Janel Guerrero and Gerald Nemec. Janel informs Gerald that a conference in Austin has been canceled, and she won't be attending the game. She also mentions her recent trip to Vegas and the Grand Canyon. Gerald shares his experience in Austin, attending a game and going out on 4th Street. Janel talks about her weekend, winning money at the craps table and going kayaking and hiking. They discuss meeting up for another football game or drinks in the future."
2371,"Dan Diamond sent an email to a group of traders, asking them to confirm how they access Stack Manager. He provided two options: accessing it through Terminal Server or opening it directly from their desktop. He requested that they reply with either a ""1"" or a ""2"" in the subject field. If they were unsure, they were instructed to contact Dan or two other individuals for assistance. The purpose of this confirmation was to ensure that all traders were set up correctly and ready to trade when the system goes live."
2372,"IBJ Bank is reviewing a draft ISDA Master Agreement provided by Enron. They have requested clarification on the term ""EDGAR"" on page 4. IBJ Bank also mentioned that Part 6 on the schedule needs to be deleted and that the ISDA Credit Support Annex is not acceptable to them. They hope to conclude the process quickly and have asked for Enron's comments before the US holiday on September 4th. Enron has acknowledged the comments and will try to respond before the holiday."
2373,"The email thread discusses the Master Netting Agreements at Enron. Susan Bailey sends an email to Edward Hlopak, informing him that she has provided all the electronic/pdf formatted Master Netting Agreements. She mentions that the Florida Power & Light Company agreement is not included in the current binder but will be included in a supplemental binder. Edward asks if Susan intended to attach something to the email. There are also other emails discussing updates to the list of signed and negotiated agreements and clarifying whether the liquid payments netting agreements apply to power-related receivables. Marie asks for the draft of the Master Netting Agreements to order lien searches and prepare financing statement filings."
2374,Kay is requesting Jody Pierce's fax number from Peter Thompson. Peter asks Kay for Jody's fax number. Kay forwards an email to Michael Barnas and Stephen Swift regarding invoice information for TurboPark. Kay also emails Lee Johnson about invoicing address and confirms the address for the Fountain Valley project. Lee asks for confirmation on invoicing address and mentions a change order and additional power system stabilizers needed. Kay provides the invoicing address for TurboPark and suggests sending copies to project people. Lee asks for confirmation on invoicing address and mentions a change order and additional power system stabilizers needed. Kay confirms the invoicing address for the Fountain Valley project.
2375,"Deutsche Bank AG acquired Bankers Trust Company on 6/4/99, and all financial trading should now be done under the Deutsche Bank ISDA Master Agreement. The 4/16/91 ISDA Interest Rate and Currency Exchange Agreement with Bankers Trust Company should be inactivated. All outstanding Bankers Trust Company financial trades were assigned to Deutsche Bank AG in the ISDA Master Agreement. Mary G Gosnell will be leaving the company at the end of the month, and Bill Hare will replace her. Bernice Rodriguez asks if Legal has any documentation on the acquisition."
2376,"The email thread discusses the status of the GE and ABB breakout contracts. Bill Williams is seeking an update on the finalization of the contracts and requests the responsible contact in Global Finance. Kay Mann mentions that Dale, the project's lawyer, should have the legal lead. Bill also mentions that Global Finance needs to review the contracts as they have the turbine contract. Kay provides an update on the GE contract, stating that they are close to finalizing it, but the ABB contract is delayed due to outdated versions."
2377,"The email thread is about sharing charts that illustrate volumes by tenor by product type on a quarterly basis. Phillip Allen sends the file containing the graphs and mentions the daily volumes for Natural Gas Financial Swaps. James Bruce then discusses the desired features for the charts, such as the ability to double click on bars for more information and selecting date ranges. Matt Smith also expresses interest in customizing the chart features and discussing interactivity options."
2378,"The email thread includes various conversations and thank you messages. Jeff suggests some preliminary thoughts on a proposal, including a potential increase in commodity price and the allocation of TRA undercollections. Evelyn appreciates Jeff's participation and suggests including a migration ""trigger"" in the outline. Ben mentions going to the UK and plans to have dinner when he returns. Sue thanks Heidi for organizing Enron's participation in political events. The last email promises to provide names as requested."
2379,Elizabeth suggests meeting for lunch on Tuesday at Ruggles on Main at noon.
2380,"Gerald asks for an update on the execution of the CSA. Staci is requested to review the changes. Final versions of the Gallup and Kachina CSAs are attached, along with amendments for Bloomfield and Bisti. The revised CSA is also attached."
2381,"Jinbaek Kim, a Ph.D. candidate at UC Berkeley, is inquiring about a summer internship at Enron. Vince Kaminski, an Enron employee, responds that they would like to offer Jinbaek a summer internship and asks for his availability. Jinbaek expresses his appreciation and mentions that he needs to coordinate with his advisor before confirming the time frame. Vince assures Jinbaek that he can coordinate the details with him and asks for the time frame. Jinbaek suggests mid-May to mid-July for a two-month period. Vince agrees and says Jinbaek is welcome to spend more time with them."
2382,Chris inquires about potential job opportunities at Transwestern Pipeline and asks for permission to reach out to Kevin Hyatt. Sarah asks Rod for clarification on some numbers and requests a meeting to discuss them. Rod forwards an email to Tracy and asks for verification on certain data. Danny questions the accuracy of information in an email and suggests alternative wording. Rod asks Danny and Steven to review an email and provide feedback.
2383,The email thread discusses various issues related to a transport model and a revised spreadsheet. KK mentions fixing the trailblazer path and asks for feedback. Zimin explains the scale effect in the transport model using an example of a European option. Zimin also shares a spreadsheet demonstrating the level effect in transport valuation. PL sends a revised model with transport deals and a farewell deal for review. The inclusion of spread options and foreign exchange in the model is mentioned. The thread ends with PL sharing the revised model and requesting feedback.
2384,"Duke Energy Trading & Marketing, LLC has been disapproved as a reference entity due to the lack of independent financial statements. Its rating is based on affiliation with Duke Energy, Inc. Pricing the credit is difficult because it requires estimating the probability of Duke Energy honoring the entity's obligations. Sempra Energy Trading is not authorized for credit derivative trading with Duke Energy Trading & Marketing. Legal efforts and approval are needed to amend the guaranty. There are also confidentiality agreement implications to consider."
2385,"Marlene Hilliard contacted Sandra Grimes and John Lopez of Oasis Pipe Line Company to inform them that the contracts should remain with Enron North America Corp. However, they requested an agreement or letter to disregard the assignment and assumption agreement effective September 1, 2000. Marlene Hilliard agreed to fax it to Sandra Grimes and forward the original to Oasis Pipe Line Company on September 5, 2000. Stacey Neuweiler also sent an email requesting to continue business as ENA, not HPLC, until the future of Houston Pipeline is known."
2386,"Leslie Hansen asks Lisa Lees for the address to send an execution ETA to Talisman Energy Inc. David Forster expresses concerns about the revised version of the ETA, including issues with warranties, control, amendments, and assignments. Tana Jones provides a redlined version of the ETA and asks if Dave's concerns have been addressed. Dave requests more information about the changes in the ETA. Tana sends Dave the amended ETA and asks for his approval."
2387,"Enron's David Delainey and Jeff Skilling have been invited to speak at two upcoming conferences hosted by Macerich. Delainey will be discussing the outsource and future relationship between the companies, while Skilling is requested to provide a presentation on change management and other cultural characteristics of Enron. The conferences include the University of Notre Dame Executive Education Program in May and Macerich's Company Conference in June. Macerich has expressed admiration for Enron's accomplishments in customer excellence and employee satisfaction and believes their approach and perspective will benefit the conferences."
2388,"Ben is trying to find a physical copy of a petition that the state approved. He hasn't seen it on DealBench and is checking with the developers to see if they have it. He asks Jane to refer to question #2 for the Gleason answer and let him know if she has any other questions. Ben sends a fax to Jane and provides her with the answer to the Wheatland question, but is still working on finding the answer to the Gleason question."
2389,"The sender, PF, requests Tana to draft three NDA's and wants to review at least one before sending them. PF provides the contact information for Monterey Designs Systems, Softknot Corporation, and GreenAsh Corporation. Tana forwards the email to Steve and Bob, enclosing the proposed form of Non-Disclosure Agreement for Amerex Natural Gas I, Ltd. and Amerex Power, Ltd. PF also mentions several other NDA's that are in progress with different companies."
2390,"Jeff discussed a proposal with John Fielder from Edison to get them to pay the PX credit they owe. The proposal includes Edison paying 90% of the owed amount, dropping the complaint against Edison at the PUC, and implementing a new framework. Fielder added three additional issues to the deal, including payment of undercollection, DWR stranded costs, and forebearance. They agreed to touch base on Wednesday to discuss Edison's reaction and whether to continue discussions. Jeff also mentioned the possibility of Edison going bankrupt if the Legislature doesn't bail them out."
2391,Richard Sage asked for a change in the slate of directors and officers for the bond business from ENAC to ECI. Teresa Callahan requested a list of directors and officers and their titles. Richard confirmed that he and Bryan had already signed resignation letters for Sue. Teresa asked for the date on the resignation letters. Kathryn Thomas mentioned that the letters were signed on March 5th. The thread also includes other discussions about the transfer of bond business and the change of officers and directors.
2392,Edison plans to distribute a proposal on how to handle payment of past due PX credit amounts. They are trying to meet individually with all ESPs to reach an agreement before the prehearing conference. It is unclear if Edison will attach terms to the deal that make it a nonstarter. The Enron negotiation team will meet with SCE to discuss the laundry list of issues. AReM has proposed a suspension plan. Jeff will attend the meeting to make introductions.
2393,"Anna sent an email to a large group of people asking them to RSVP for the company picnic. One person replied that they will not be attending. Anna then clarified that the voting buttons to RSVP are located between the ""file"" menu and the ""reply"" bar. Another person asked about the voting buttons, to which Anna responded again with the location."
2394,"There is a meeting regarding Enron On Line and Tracking that has been rescheduled for Friday, January 7th, from 2:15-3:15pm in room EB 3084. Alex Saldana sent out an email to inform the recipients of the new date and time. He also provided contact information for any questions or scheduling conflicts. Vince Kaminski requested to be included in the meeting, and Alex forwarded the email to him."
2395,"Audrey Robertson sent an email reminding her colleagues to submit their time reports by the next day. Paul Y'Barbo asked for a specific format to use, and Audrey forwarded the reminder to him. Kimberly Watson informed Audrey that she would be on vacation on Friday, September 28th. Audrey replied to the group email, stating that she had nothing to report."
2396,"Chris suggests playing golf with Rob after work and mentions the possibility of leaving his Amex card at the office or having John pick it up. Jennifer asks John about his plans for the evening. Laura informs Jennifer and Gerald that dinner plans have been moved to Thursday due to Ryan's illness. Jacqueline asks Jeff if they got out early the previous Monday. John apologizes for not returning phone calls and suggests meeting up for a meal or drink. John asks about Jennifer's weekend. Jennifer apologizes for not returning calls and mentions being busy. John asks what ""sp"" means."
2397,"Enron and Pemex are discussing the terms of a guaranty agreement. Enron's legal specialist, Marie Heard, provides comments on the proposed changes to the guaranty. Pemex's Martha Navarro responds, agreeing to some changes and seeking clarification on others. They continue to exchange emails, with Pemex's lawyers eventually agreeing to Enron's suggested addition to the Recitals section. They are now waiting for final approval from Hacienda to execute the guaranty."
2398,"The email thread revolves around the Dunn Subpoena and the actions being taken by the individuals involved. Mark Palmer expresses his support for fighting the subpoena and mentions that it gained them some points with the media. Jeff Dasovich responds sarcastically, feeling hurt by Mark's comment about him being expendable. Richard Shapiro forwards the email thread and asks for it to be communicated or distributed as necessary. Robert Williams provides an update on the Dunn Committee's plans to offer to produce some documents and challenge the subpoena in federal court."
2399,"The email thread discusses the resolution of issues related to the Cross Timbers rebooking. Sheetal Patel informs the team that the rebooking nightmare is over and revised confirms need to be sent out. She provides a list of deal numbers that were changed, killed, or created. Carol St Clair asks if she should follow up with the counterparty who has not responded to the ISDA draft. Phillip Love points out missing liquidations that would remove a variance in a structured deal. Larry Joe Hunter requests MTM values for Cross Timbers. Tana Jones mentions deleting weather due to it being a non-ISDA master."
2400,The email thread discusses the Restated 2002 Capital Budget between NNG/Dynegy and Enron. Don Vignaroli sends the budget to Len Hesseltine and others for review. Shelley Corman requests that notations be added to the Gas Logistics CAPEX page to reflect the discussion and agreement. These include authorizing Gas Logistics to proceed with 4 discretionary projects and clarifying the charges for the Base Contract System and Base Rates and Revenue System. An additional footnote is suggested regarding system modifications. Don Vignaroli acknowledges the request.
2401,"Vanessa sent an email requesting updated contact information from a group of recipients. She asked for their extension numbers, home phone numbers, cell phone numbers, and pager numbers. The recipients were asked to provide this information as soon as possible. Some of the recipients replied with their contact details, including extension numbers, home phone numbers, cell phone numbers, and pager numbers. One recipient did not have a pager. Another recipient provided their extension number, home phone number, cell phone number, and mentioned that they did not have a pager."
2402,Kay Mann requests a flat screen monitor from Elizabeth Sager. Elizabeth approves the request and forwards it to Janette Elbertson.
2403,"NNG has reached a settlement with shippers in the SLA proceeding. They will work together to develop an imbalance resolution, with options for in-kind balancing or cash out. Mike and Steve will co-chair the committee for NNG, with Lynn and Steven as members. They plan to meet next week for about 1-1/2 hours to discuss their approach. Lynn is available on Thursday, while Steven prefers Wednesday afternoon. The meeting may include Mary Kay and possibly Dave Neubauer."
2404,"The sender expresses concern about the recipient's behavior at work, suggesting that their colleagues in EBS may be worried if they come in hungover on Mondays. The sender also asks about the recipient's experience at happy hour, mentioning that they missed a call due to being out golfing."
2405,"Mike Fowler wants to establish agreements for ENA and ECT Investments to begin online bond trading with Trading Edge. Trading Edge has requested information from their prime broker, Morgan Stanley, to determine a trading limit. Mike suggests that Morgan Stanley provide a qualitative statement that the proposed $25 million limit is not excessive based on their relationship. Sheila Glover asks Ketan to confirm if Morgan Stanley would make this statement. Samantha Boyd provides contact information for Joe Greenberg at Trading Edge and asks Anthony Capolongo to call him for the Prime Broker Letter."
2406,Kim is grateful for Paula's offer to use their washing machine but only needs to wash one or two loads and would prefer to focus on wrapping gifts. Paula suggests having Chinese food delivered and invites Kim and John to join them. Kim agrees to call Paula when she's ready to do laundry. The other emails are unrelated and discuss plans for happy hour and going out for the night.
2407,"There is no information about the stock price or the Dynegy deal in this email thread. The emails mainly consist of personal conversations between Lisa Gillette and Susan M Scott, discussing how they are feeling and regretting some actions from the previous night. Lisa mentions a comment from someone named Ted, who claimed that inter-company dating costs him money. Susan expresses her dislike for Ted's actions and calls him an ass."
2408,"Michael informs the group that PG&E has filed their Schedule F, which displays their nonpriority unsecured claims. Many claims are listed as unknown in amount, and the PX credit amounts are listed as disputed. Two specific PX credit amounts are mentioned, totaling $221,702,885.61. Michael notes that this information is now public, and their calculation of the PX credit was $392,416,534 at the beginning of May. Bob and Bill Bradford have a phone call with PG&E to determine the discrepancy, and they will update everyone afterwards. Jeff wishes them luck."
2409,"Susan asks Theresa for the breakdown of FUGG, as she left her notes at home. Theresa assures Susan that she is working on it and will provide the numbers after their lunch meeting. Susan also asks about the Sinclair numbers for July and the Thermo numbers in Sitara. Theresa replies that she hasn't looked at the numbers for July yet, but she will let Susan know. Additionally, Susan asks if Paul did a deal with EJW for July and questions why the PSCO deal with Petrogulf is in the system as 265 instead of 360. Theresa explains that Paul's deal with Petrogulf is indeed for 265, with a 10% swing, and she hasn't seen a fax from EJW yet."
2410,"The email thread discusses various activities and objectives for the next week related to the project. There are discussions about site visits, evaluations of existing facilities, and finalizing the FERC application. Concerns are raised about funding issues, the need for full project release, and the impact of future expansion plans on existing facilities. There are also discussions about turbine compressor selection, electric compression options, and the inclusion of station scrubbers, electrical generation, and station recycle valves in the project funding. Change requests are being prepared for items not in the original scope of work."
2411,"The email thread discusses the issue with Red Cedar facilities and their attorney, Mr. Hertzberg. Susan Scott had an unproductive conversation with him, where he declined to provide information on the jurisdictional problem. It is suggested that Tsuri's new lawyer should call Susan and Howard after Howard leaves, along with a Kinder Morgan lawyer, to resolve the issue. There is also mention of making an anonymous inquiry at FERC. Drew Fossum agrees with the original language of the contract."
2412,"The email thread consists of team members reviewing a draft document titled ""2001 YEAR END PROCESS REVIEW."" Each person expresses their approval of the draft, stating that it looks good and covers everything discussed. The thread includes responses from Lynn, Sheila, Bradley, and Shelley, all agreeing that the draft is satisfactory."
2413,"Vince and Julie exchanged emails regarding their attempts to contact Fiona Grant. Julie informed Vince that she was able to get in touch with Fiona, while Vince expressed his frustration at not being able to reach her despite leaving multiple messages. Vince thanked Julie for her help, jokingly attributing her success to the fact that she copied his name in her email. Julie responded with gratitude and a lighthearted comment about the power she felt in the situation."
2414,"The email thread discusses the restructuring of Weather Risk Management in Europe. Mark Tawney proposes to run the European operations out of the London office, with responsibility for all weather-related activities except for Finland, Norway, and Sweden. He plans to allocate V@R and delegate trading authority to personnel in the London office. Paul Murray will manage the office and relationships within Europe. The Oslo weather group will handle activities in Scandinavia separately. The thread also mentions the establishment of necessary entities, addressing tax issues, and securing space for the new office."
2415,"Kevin Howard received a due diligence request list for Northern Natural. He included several people in the process, but Rod Hayslett suggested involving more individuals to ensure smooth operation. Kevin confirmed the attendees for the meeting and asked about the presence of someone from Accounting. Kyle Kettler sent the detailed list, mentioning that it is not complete yet. Kevin planned to review the list and prepare for the meeting."
2416,"Sara Shackleton forwarded an email thread regarding a deal that is supposed to fund on Thursday, September 30. She requested someone to review the tax rep modifications, as they received the revised schedule late in the evening. Loan-Anh Tran Kao from Mayer, Brown & Platt sent the revised schedule and mentioned that Quan Vu would be available to discuss the changes. The main concern is the need for a prompt review of the tax reps before the deal funds."
2417,"Jan Cooley forwarded the monthly litigation reports for Enron Global Assets, Enron Engineering and Operational Services, Enron Americas, and Enron Global Markets to Richard B Sanders. Jan mentioned that Bob Williams asked her to send the reports."
2418,"Ben sends a positive email to his dad, praising an article and acknowledging the challenges he faces. Jane forwards an email about a Fortune article to Andrea. Matthew sends an email about the same article to multiple recipients. Timothy sends an email about the article to AIP. Sally expresses her admiration for the article and congratulates the recipient."
2419,"Kevin Hannon sends an email to Steve Kean and Jeff Skilling, introducing a new business unit called Enron Emerging Market Services (EEMS). He outlines the responsibilities of EEMS and mentions that Rebecca McDonald will manage Enron's ownership interest in Dahbol Power Corp (DPC) and report to the Enron Office of the Chairman. Kevin also mentions that EEMS will manage all activities formerly residing in Azurix, except for Wessex Water Company. Additionally, he states that John Lavorato will continue to oversee energy risk management activities in Brazil. Rick also sends an email discussing the formation of teams to address Enron's expanding business needs. He provides several thoughts on the process and emphasizes the importance of a positive attitude and cross-training. Carol requests an internal memo and asks Brenda to have Joyce send resumes for candidate interviews."
2420,"Drew Fossum requests Darrell Schoolcraft to provide an analysis of the reasons for TW's sale of excess natural gas at the California border, in anticipation of potential litigation. He asks for specific information on pressures, volume considerations, the process followed, individuals or groups involved, changes in system operations, and alternatives to operational sales. Drew emphasizes the need for a thorough response and designates it as ""Privileged and Confidential, Attorney Client Privileged."""
2421,"Multiple emails were sent to various recipients notifying them to stop sending internet mail to their @ect.enron.com address and to send future communications to their new @enron.com address. The emails also reminded recipients to update their addresses on mailing lists. Each email listed the specific senders who were notified, such as storm-return-warn-962009397.igfjbgdbobimpmajdmbb-mtaylo1=ect.enron.com@lists.hurricanecentral.com and Jim.Dyer@bus.utexas.edu. The emails emphasized that the @ect.enron.com address would soon be deactivated, but the shortname@enron.com address would continue to work. The recipients were instructed not to reply to the messages."
2422,"Rod requested volumes by contract type from Shelley. Shelley responded with a spreadsheet showing TW Transportation Revenue by Contract, sorted by contract expiration date. Rod also reached out to Michelle and Tracy for additional information on volumes and revenues. Sarah requested more granular information for the Transwestern model, including a breakdown of revenues based on existing capacity, Gallup, and Red Rock, as well as a breakdown of operational expenses and CAPEX. Michelle provided volumes and revenues for the Red Rock expansion. Tracy provided a spreadsheet with current rates and multiples for non-Red Rock revenues. Rod confirmed that he would work on gathering the requested data."
2423,"Kevin asked Tamara if there were any available Astros tickets, and Liz responded that they were all taken but she would put him on the waiting list if anyone canceled. Tamara then asked Kevin if he wanted her to use the MVP account to try and get tickets. Patrick invited Doug and John to the game, and Tamara mentioned that the seats were in the lowest section."
2424,"The email thread discusses the recommended offer by ICE for IPE Holdings and whether or not to accept it. Justin suggests accepting the offer, as it is likely that ICE will receive enough acceptances for the acquisition to be mandatory. Greg asks about the ownership and rights if they accept the offer. Andy confirms that if they accept, their IPE shares will be converted to ICE shares."
2425,"Sally is questioning whether approval is still needed for the eProcurement purchase requests. She wants to review them but is unsure if it's necessary. The email thread consists of multiple reminders from IBUYIT, notifying Sally that her action is required as an Approver. The emails provide instructions on how to access and review the purchase requests. Sally's response in each email expresses her uncertainty about the need for approval and her intention to review the requests."
2426,"The email thread is about a personality test that determines what type of medieval character each person is. The initial email includes a link to the test and the sender's prediction of the recipient's character. The subsequent emails reveal the results of the test for different individuals, such as the Discoverer, the Merchant, and the Dreamer/Minstrel. Each email includes a description of the character traits associated with the result. The thread ends with a request for the recipient to share their test result."
